Périmètre;Nature;Date;Heure;Date et Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW)
France;Données consolidées;2019-07-17;05:00;2019-07-17T05:00:00+02:00;38148;38500;38600;487;131;4418;39310;709;0;3659;-1029;1090;-10626;64;-1408;-1200;-2767;-2232;-1671;16;74;393;-1;411;3948;59;2984;566;109;550;260;281
France;Données consolidées;2019-07-17;05:45;2019-07-17T05:45:00+02:00;;39950;40100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;07:45;2019-07-17T07:45:00+02:00;;46950;46600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;10:45;2019-07-17T10:45:00+02:00;;53850;53250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;13:00;2019-07-17T13:00:00+02:00;55053;56400;55800;462;338;4618;40905;379;6285;5386;-28;1028;-4319;56;-1000;-1250;-2172;-733;596;16;70;371;0;395;4162;61;3278;1209;899;508;247;273
France;Données consolidées;2019-07-17;14:00;2019-07-17T14:00:00+02:00;54418;55000;54500;454;377;4405;40790;566;6447;4925;-28;1023;-4540;56;-900;-1250;-2447;-723;802;16;72;361;-1;391;3957;58;3254;1066;605;502;244;277
France;Données consolidées;2019-07-17;16:15;2019-07-17T16:15:00+02:00;;52750;52350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;16:30;2019-07-17T16:30:00+02:00;52213;52500;52100;484;422;4531;40748;1168;5297;4393;-236;1026;-5620;59;-900;-1250;-2528;-1036;4;16;73;389;-1;380;4091;61;2987;860;546;505;240;281
France;Données consolidées;2019-07-17;16:45;2019-07-17T16:45:00+02:00;;52200;51850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;17:15;2019-07-17T17:15:00+02:00;;51500;51200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;17:45;2019-07-17T17:45:00+02:00;;51300;51000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;18:00;2019-07-17T18:00:00+02:00;51259;51500;51200;486;509;4684;40805;1467;3724;5617;-28;1049;-7054;61;-1000;-1250;-2642;91;-1964;16;72;392;-1;388;4234;63;3465;1621;530;525;235;289
France;Données consolidées;2019-07-17;18:30;2019-07-17T18:30:00+02:00;51481;51800;51600;484;379;4784;40783;1647;3007;6527;-19;1050;-7160;59;-1000;-1250;-2642;91;-2527;16;73;390;-1;388;4338;58;3853;1897;777;526;235;289
France;Données consolidées;2019-07-17;19:00;2019-07-17T19:00:00+02:00;51715;52200;52000;488;389;4853;40867;1736;2350;7650;-19;1055;-7655;59;-1000;-1238;-2793;773;-3229;16;73;395;-1;389;4405;59;4077;2116;1456;529;236;291
France;Données consolidées;2019-07-17;19:15;2019-07-17T19:15:00+02:00;;51750;51550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;00:00;2019-07-18T00:00:00+02:00;48067;47800;47800;474;309;4769;40526;1920;0;5886;-28;1099;-6889;63;-803;-1200;-2767;-1238;-2891;17;74;380;-1;403;4308;59;3451;1829;606;557;256;286
France;Données consolidées;2019-07-18;00:30;2019-07-18T00:30:00+02:00;45773;44800;45600;437;311;4717;40722;1911;0;5687;-29;1085;-9067;62;-803;-1200;-2767;-1238;-2891;21;74;338;-1;389;4267;62;3292;1755;639;554;245;287
France;Données consolidées;2019-07-18;01:15;2019-07-18T01:15:00+02:00;;42800;42950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;02:00;2019-07-18T02:00:00+02:00;41714;42600;42100;474;311;4776;39923;2061;0;4017;-1110;1092;-9829;67;-605;-1200;-2767;-2347;-3414;17;74;378;-1;385;4329;62;3078;939;0;559;249;285
France;Données consolidées;2019-07-18;02:45;2019-07-18T02:45:00+02:00;;40300;40300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;03:45;2019-07-18T03:45:00+02:00;;38750;38400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;05:15;2019-07-18T05:15:00+02:00;;39300;39150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;06:30;2019-07-18T06:30:00+02:00;41911;41800;42000;467;310;4977;40497;2082;14;3786;-1574;1107;-9754;68;-705;-1200;-2767;-2304;-2870;16;74;370;0;404;4515;58;2911;871;3;570;259;278
France;Données consolidées;2019-07-18;09:00;2019-07-18T09:00:00+02:00;49945;50600;50000;486;323;5105;41078;1379;1985;6698;-28;1090;-8172;62;-1000;-1250;-2666;322;-2770;16;74;390;-1;395;4649;62;3897;1922;879;556;257;277
France;Données consolidées;2019-07-18;10:45;2019-07-18T10:45:00+02:00;;53700;52550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;11:15;2019-07-18T11:15:00+02:00;;54250;53050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;12:00;2019-07-18T12:00:00+02:00;54493;55400;54300;477;368;4922;40710;2030;4937;5479;-28;1080;-5482;59;-1000;-1250;-2666;-1134;557;17;72;382;-1;399;4468;56;3611;1437;431;536;264;279
France;Données consolidées;2019-07-18;13:30;2019-07-18T13:30:00+02:00;54148;54700;53400;479;363;4592;40674;2902;5394;4938;-28;1073;-6240;56;-1000;-1250;-2666;-424;-105;17;72;386;-1;398;4138;57;3397;986;555;532;260;281
France;Données consolidées;2019-07-18;14:30;2019-07-18T14:30:00+02:00;54079;55000;53200;486;390;4557;40649;3217;5519;4745;-456;1078;-6107;57;-1000;-1250;-2666;-986;-76;17;72;392;-1;396;4120;41;3413;969;363;532;261;285
France;Données consolidées;2019-07-18;14:45;2019-07-18T14:45:00+02:00;;54500;52850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;15:45;2019-07-18T15:45:00+02:00;;53350;52150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;16:30;2019-07-18T16:30:00+02:00;51742;52200;51500;471;443;4656;40431;3545;4831;4745;-247;1052;-8184;58;-1000;-1250;-2666;-1054;-2021;17;72;378;0;409;4194;53;3399;1131;215;511;255;285
France;Données consolidées;2019-07-18;17:45;2019-07-18T17:45:00+02:00;;50950;50650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;19:00;2019-07-18T19:00:00+02:00;51584;51900;51500;497;571;5063;40726;3066;2171;7386;-29;1087;-8953;63;-1000;-1250;-2666;-447;-2810;17;73;402;0;394;4615;54;3994;2100;1293;542;255;289
France;Données consolidées;2019-07-18;19:30;2019-07-18T19:30:00+02:00;51143;51000;50600;496;522;5035;40674;2896;1480;7308;-30;1081;-8320;63;-1000;-1250;-2666;-447;-2809;17;73;401;-1;394;4586;56;3998;1980;1330;546;245;290
France;Données consolidées;2019-07-18;20:45;2019-07-18T20:45:00+02:00;;48150;47800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;21:30;2019-07-18T21:30:00+02:00;46831;47400;47100;475;469;4947;40725;2180;23;6207;-39;1107;-9264;65;-1000;-1250;-2776;-1514;-2171;17;73;381;0;401;4493;53;3744;1627;836;554;260;293
France;Données consolidées;2019-07-18;23:30;2019-07-18T23:30:00+02:00;49152;50000;49700;483;373;4855;40203;1903;0;7483;-29;1106;-7224;63;-1000;-1200;-2549;199;-1827;17;73;389;-1;405;4394;57;3685;2070;1728;556;263;287
France;Données consolidées;2019-07-19;01:00;2019-07-19T01:00:00+02:00;42963;42300;42800;466;315;4444;39873;1953;0;4690;-317;1125;-9585;64;-778;-1200;-2767;-2341;-2866;17;73;371;-1;404;3986;54;3531;1024;135;575;260;290
France;Données consolidées;2019-07-19;01:15;2019-07-19T01:15:00+02:00;;42400;42900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;02:15;2019-07-19T02:15:00+02:00;;41100;41400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;03:45;2019-07-19T03:45:00+02:00;;38300;38650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;04:45;2019-07-19T04:45:00+02:00;;38450;38400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;05:30;2019-07-19T05:30:00+02:00;39678;39800;39800;463;19;4624;40178;1283;0;3461;-1902;1140;-9588;64;-778;-1200;-2767;-2341;-2369;17;73;369;-1;408;4147;69;2987;471;3;582;267;291
France;Données consolidées;2019-07-19;08:45;2019-07-19T08:45:00+02:00;;49550;49850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;09:00;2019-07-19T09:00:00+02:00;50241;50100;50500;474;17;5084;40961;746;2181;7094;-18;1109;-7406;57;-1000;-1250;-2681;498;-3324;18;69;383;0;408;4610;66;3942;2037;1115;558;269;282
France;Données consolidées;2019-07-19;10:15;2019-07-19T10:15:00+02:00;;52250;52550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;10:30;2019-07-19T10:30:00+02:00;52717;52600;52700;464;17;4881;40960;1116;4093;7253;-75;1106;-7100;54;-1000;-1250;-2681;761;-2235;18;66;375;-1;408;4409;65;4058;1992;1203;547;276;282
France;Données consolidées;2019-07-19;11:45;2019-07-19T11:45:00+02:00;;53700;54250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;12:15;2019-07-19T12:15:00+02:00;;53800;54000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;14:00;2019-07-19T14:00:00+02:00;53609;52700;53500;551;20;4927;40370;1828;6270;5077;-464;1121;-6092;55;-1000;-1250;-2681;-919;614;94;74;375;-1;397;4468;63;3669;1082;326;545;289;287
France;Données consolidées;2019-07-19;15:30;2019-07-19T15:30:00+02:00;52365;51600;52100;549;20;4862;39340;1791;6110;4919;-19;1107;-6313;56;-1000;-1250;-2681;-728;-583;92;73;378;0;394;4408;60;3597;975;347;538;280;290
France;Données consolidées;2019-07-19;16:30;2019-07-19T16:30:00+02:00;50936;50500;50700;475;19;4913;39406;1583;5489;5132;-20;1104;-7165;55;-2000;-1250;-2681;-729;-82;18;74;379;0;394;4456;63;3675;1107;351;540;273;290
France;Données consolidées;2019-07-19;17:30;2019-07-19T17:30:00+02:00;50302;49500;50100;469;18;4835;39417;1348;4531;5544;-20;1118;-6958;56;-1235;-1250;-2681;-338;-1463;18;74;371;-1;394;4379;61;3663;1378;503;544;280;294
France;Données consolidées;2019-07-19;19:15;2019-07-19T19:15:00+02:00;;49850;49850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;21:15;2019-07-19T21:15:00+02:00;;45800;45700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;22:45;2019-07-19T22:45:00+02:00;;49200;49000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;23:15;2019-07-19T23:15:00+02:00;;50100;50000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;00:15;2019-07-20T00:15:00+02:00;;45600;46300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;02:15;2019-07-20T02:15:00+02:00;;40300;40450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;03:00;2019-07-20T03:00:00+02:00;38406;37700;37800;125;17;3438;37441;3263;0;4118;-470;1150;-10674;50;-1235;-1200;-2722;-2341;-3290;16;74;29;-1;361;3016;61;3195;923;0;571;287;292
France;Données consolidées;2019-07-20;03:30;2019-07-20T03:30:00+02:00;37635;37000;37200;126;17;3328;37519;3521;0;3911;-677;1148;-11257;49;-1235;-1200;-2722;-2341;-3290;16;73;29;0;362;2901;66;3161;751;0;569;288;291
France;Données consolidées;2019-07-20;04:15;2019-07-20T04:15:00+02:00;;36200;36300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;04:45;2019-07-20T04:45:00+02:00;;35950;35900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;05:00;2019-07-20T05:00:00+02:00;36076;35800;35800;129;17;3255;37403;3638;0;3239;-1811;1147;-10941;51;-814;-1200;-2722;-2341;-3217;15;74;30;-1;361;2831;63;2909;327;3;574;282;291
France;Données consolidées;2019-07-20;06:45;2019-07-20T06:45:00+02:00;;36550;36850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;10:30;2019-07-20T10:30:00+02:00;45211;45100;45100;124;17;3397;38172;2711;3151;5191;-512;1071;-8111;44;-1704;-1200;-2833;-1350;-98;17;74;28;0;335;2999;64;3242;1124;824;522;267;282
France;Données consolidées;2019-07-20;11:00;2019-07-20T11:00:00+02:00;45851;45700;45700;125;16;3205;37990;3289;3546;4600;-513;1063;-7471;43;-1704;-1200;-2833;-528;-404;17;74;29;-1;333;2807;65;3226;1086;288;515;268;281
France;Données consolidées;2019-07-20;11:15;2019-07-20T11:15:00+02:00;;45850;46000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;18:00;2019-07-20T18:00:00+02:00;44256;43600;43800;129;17;2519;37895;5774;2957;3506;-532;1067;-9074;38;-1565;-1000;-2785;-2284;-799;17;74;29;-1;329;2137;54;2878;616;12;515;273;280
France;Données consolidées;2019-07-20;19:00;2019-07-20T19:00:00+02:00;44912;44300;44600;128;18;2829;38594;5033;1888;4513;-453;1069;-8707;40;-1703;-1200;-2785;-2248;-30;17;74;28;-1;329;2443;58;2924;1093;495;513;276;280
France;Données consolidées;2019-07-20;19:15;2019-07-20T19:15:00+02:00;;44050;44400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;19:45;2019-07-20T19:45:00+02:00;;43600;44000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;20:30;2019-07-20T20:30:00+02:00;42882;42100;42600;129;17;3261;38516;4179;435;4884;-453;1082;-9168;45;-1702;-1200;-2785;-2140;-1383;17;74;29;0;330;2872;59;3046;1216;622;519;282;281
France;Données consolidées;2019-07-20;20:45;2019-07-20T20:45:00+02:00;;41700;42200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;04:15;2019-07-21T04:15:00+02:00;;34150;34750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;05:30;2019-07-21T05:30:00+02:00;34248;33800;34700;123;18;1873;37021;1069;0;3316;-1086;1112;-9197;43;-813;-1200;-2722;-1098;-3199;16;75;29;-1;338;1470;65;2912;401;3;551;290;271
France;Données consolidées;2019-07-21;05:45;2019-07-21T05:45:00+02:00;;33600;34300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;10:15;2019-07-21T10:15:00+02:00;;39600;41300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;11:00;2019-07-21T11:00:00+02:00;42086;40700;42600;124;18;1543;37124;351;4345;3826;-1396;1090;-4940;37;-1506;-1200;-1958;-235;1678;17;74;30;0;333;1147;64;2789;1038;0;543;276;271
France;Données consolidées;2019-07-21;11:30;2019-07-21T11:30:00+02:00;42879;41700;43300;124;17;1412;36838;411;4855;3704;-1718;1083;-3848;36;-1506;-1200;-1958;-235;1826;17;74;28;-1;332;1021;60;2769;936;0;534;278;272
France;Données consolidées;2019-07-21;13:30;2019-07-21T13:30:00+02:00;44130;42300;43700;125;18;1676;35894;601;5921;3214;-2062;1068;-2324;38;-1605;-1200;-1958;-406;2635;16;75;30;0;325;1292;59;2597;616;0;530;267;272
France;Données consolidées;2019-07-21;13:45;2019-07-21T13:45:00+02:00;;41950;43250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;15:15;2019-07-21T15:15:00+02:00;;40300;41650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;16:45;2019-07-21T16:45:00+02:00;;39200;40700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;17:30;2019-07-21T17:30:00+02:00;41129;39600;41100;496;18;2863;37436;533;4074;3567;-302;1056;-8613;49;-1506;-1200;-2427;-1406;-2711;16;74;400;-1;325;2475;63;2964;591;12;519;267;269
France;Données consolidées;2019-07-21;18:00;2019-07-21T18:00:00+02:00;41589;40100;41600;495;17;3212;38194;489;3495;4192;-251;1074;-9326;51;-1605;-1200;-2722;-1241;-1500;16;74;400;-1;324;2828;60;3072;853;266;535;269;269
France;Données consolidées;2019-07-21;19:00;2019-07-21T19:00:00+02:00;43089;42000;43500;497;16;4141;39358;443;2068;4635;-327;1070;-8812;56;-1605;-1200;-2563;-1186;-210;16;75;401;-1;326;3751;64;2962;1120;553;536;266;269
France;Données consolidées;2019-07-21;19:30;2019-07-21T19:30:00+02:00;43641;42900;44400;479;16;3974;39264;447;1434;4288;-251;1068;-7077;56;-1605;-1200;-2563;-1186;-595;16;75;383;-1;326;3587;62;2866;1038;384;536;263;268
France;Données consolidées;2019-07-21;19:45;2019-07-21T19:45:00+02:00;;42850;44250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;20:30;2019-07-21T20:30:00+02:00;43009;42400;43500;483;17;3996;39521;606;476;4951;-263;1086;-7863;57;-1605;-1200;-2690;-983;-1014;16;75;387;0;329;3603;65;2924;1219;809;536;281;269
France;Données consolidées;2019-07-21;22:00;2019-07-21T22:00:00+02:00;43556;43100;43500;482;16;3979;39494;882;1;5414;-59;1095;-7748;56;-1509;-1200;-2722;-247;377;17;75;384;-1;331;3589;59;3108;1407;899;546;280;269
France;Données consolidées;2019-07-21;23:30;2019-07-21T23:30:00+02:00;45972;46500;46800;481;18;3967;39466;1333;0;6323;-101;1094;-6608;55;-704;-1200;-2722;-685;-672;17;75;382;-1;335;3569;64;3026;1188;2109;545;280;269
France;Données consolidées;2019-07-22;00:45;2019-07-22T00:45:00+02:00;;40500;41300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;01:30;2019-07-22T01:30:00+02:00;39516;40000;40500;515;17;3831;39642;1152;0;3582;-56;1112;-10279;58;1337;-1200;-2722;-2341;-3785;17;75;415;0;333;3433;65;2727;743;112;573;273;266
France;Données consolidées;2019-07-22;02:30;2019-07-22T02:30:00+02:00;38246;38200;38300;517;17;3857;38983;1025;0;3162;-754;1117;-9678;60;1197;-1200;-2722;-2341;-3293;17;76;418;-1;335;3455;67;2741;422;0;575;276;266
France;Données consolidées;2019-07-22;04:15;2019-07-22T04:15:00+02:00;;36100;36100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;05:00;2019-07-22T05:00:00+02:00;36517;37100;36900;307;17;2580;38148;701;0;3140;-2065;1090;-7399;51;1147;-1200;-2719;-2341;-1163;17;75;209;-1;333;2183;65;2824;316;0;554;271;264
France;Données consolidées;2019-07-22;08:00;2019-07-22T08:00:00+02:00;46267;47300;46700;504;16;4736;39550;518;815;5719;-427;1104;-6270;61;465;-1200;-2741;48;-2436;17;75;408;0;356;4311;69;3547;1625;548;567;272;266
France;Données consolidées;2019-07-22;08:15;2019-07-22T08:15:00+02:00;;48200;47600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;09:00;2019-07-22T09:00:00+02:00;49598;50800;50600;504;16;4865;39792;210;2188;6070;-19;1093;-5121;59;582;-1200;-2741;1;-591;17;75;407;0;358;4438;68;3787;1832;452;554;275;263
France;Données consolidées;2019-07-22;09:30;2019-07-22T09:30:00+02:00;51096;52000;51800;505;18;4834;39789;143;2947;5938;-18;1088;-4147;58;582;-1200;-2741;-4;-438;17;74;410;-1;345;4421;68;3685;1800;453;546;275;267
France;Données consolidées;2019-07-22;13:30;2019-07-22T13:30:00+02:00;55829;54900;55800;501;14;4666;39766;151;6276;4853;-58;1058;-1397;54;1011;-1200;-2741;826;896;16;74;407;-1;355;4261;51;3378;1269;206;525;269;265
France;Données consolidées;2019-07-22;14:30;2019-07-22T14:30:00+02:00;55667;55600;56400;509;14;4393;39889;173;6208;4775;-28;1044;-1309;53;1368;-1000;-2741;625;971;16;73;416;-1;365;3979;49;3387;1165;224;520;264;260
France;Données consolidées;2019-07-22;16:15;2019-07-22T16:15:00+02:00;;53800;54300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;16:45;2019-07-22T16:45:00+02:00;;53450;53900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;17:15;2019-07-22T17:15:00+02:00;;52900;53250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;17:30;2019-07-22T17:30:00+02:00;53047;52600;52900;495;15;4220;39675;315;4356;5558;-42;998;-2543;52;0;-1200;-2741;700;386;15;73;401;-1;361;3813;47;3617;1486;455;505;231;261
France;Données consolidées;2019-07-22;18:00;2019-07-22T18:00:00+02:00;53046;52800;53100;506;15;4359;39882;332;3711;6267;-19;1005;-3014;52;-357;-1200;-2405;1096;-59;15;73;413;-1;361;3958;41;3762;1815;690;504;239;262
France;Données consolidées;2019-07-22;18:30;2019-07-22T18:30:00+02:00;53135;53000;53200;503;15;4286;39864;370;3021;7230;-19;1012;-3148;52;-357;-1200;-2405;1096;-427;15;74;409;-1;350;3900;37;3948;1989;1294;506;244;262
France;Données consolidées;2019-07-22;19:30;2019-07-22T19:30:00+02:00;53315;52700;52900;511;15;4499;39893;423;1529;8686;-18;1017;-3240;53;-832;-1200;-2405;1096;384;16;74;417;-1;351;4109;40;4096;2742;1849;502;249;266
France;Données consolidées;2019-07-22;20:45;2019-07-22T20:45:00+02:00;;49100;49300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;21:15;2019-07-22T21:15:00+02:00;;47900;48050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;00:00;2019-07-23T00:00:00+02:00;49451;48600;49100;491;13;4647;39241;2184;0;5621;-74;1072;-3743;58;-1256;-900;-2730;-1956;958;16;73;395;-1;366;4246;35;3572;1908;141;538;260;273
France;Données consolidées;2019-07-23;00:15;2019-07-23T00:15:00+02:00;;47350;47700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;02:15;2019-07-23T02:15:00+02:00;;42400;42700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;03:15;2019-07-23T03:15:00+02:00;;40000;40050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;04:15;2019-07-23T04:15:00+02:00;;39050;39150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;06:30;2019-07-23T06:30:00+02:00;42949;43700;43300;465;14;4722;39811;2306;7;4499;-346;1075;-9603;59;-924;-1200;-2453;-2029;-2440;16;73;370;0;367;4319;37;3341;997;161;531;271;272
France;Données consolidées;2019-07-23;07:00;2019-07-23T07:00:00+02:00;44535;45500;44800;475;13;4787;40179;2455;97;5255;-19;1062;-9770;58;-615;-1127;-2704;-454;-2975;16;73;380;0;370;4382;36;3464;1308;483;519;272;271
France;Données consolidées;2019-07-23;07:15;2019-07-23T07:15:00+02:00;;46500;45900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;08:00;2019-07-23T08:00:00+02:00;48359;49300;48500;496;13;4967;40468;2314;788;6013;-19;1066;-7746;57;-266;-36;-2704;-63;-3344;16;73;402;0;368;4561;38;3541;1815;657;524;270;271
France;Données consolidées;2019-07-23;08:15;2019-07-23T08:15:00+02:00;;50150;49650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;08:30;2019-07-23T08:30:00+02:00;50364;51000;50800;481;13;4747;40360;1874;1426;6405;-20;1058;-5980;55;-266;-36;-2704;-13;-2809;16;72;387;-1;366;4344;37;3695;1716;994;516;270;272
France;Données consolidées;2019-07-23;09:00;2019-07-23T09:00:00+02:00;51810;52200;52200;484;13;4717;40382;1322;2191;6817;-19;1043;-5141;54;-1548;-1200;-2789;1089;-214;16;73;391;0;373;4307;37;3571;2430;816;505;267;272
France;Données consolidées;2019-07-23;14:00;2019-07-23T14:00:00+02:00;57667;57700;57800;489;13;4505;40055;1386;6301;4972;-53;928;-928;50;1450;-1200;-2759;1096;713;14;72;399;-1;369;4098;39;3436;1287;250;452;231;244
France;Données consolidées;2019-07-23;17:45;2019-07-23T17:45:00+02:00;;55250;55400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;18:00;2019-07-23T18:00:00+02:00;54672;55400;55600;466;13;4572;38718;1067;3582;7112;-18;897;-1737;51;639;1750;-2766;522;-832;14;72;375;-4;356;4182;38;4034;1978;1100;428;231;238
France;Données consolidées;2019-07-23;19:00;2019-07-23T19:00:00+02:00;55112;55700;56000;473;12;4663;38808;1159;2167;8935;-18;895;-1982;51;18;1750;-2766;996;-1256;15;73;382;-1;331;4292;41;4369;2888;1678;425;232;238
France;Données consolidées;2019-07-23;20:00;2019-07-23T20:00:00+02:00;53695;53500;54600;459;11;4565;38778;1222;846;8823;-18;916;-1907;52;-166;1750;-2766;490;-1966;15;73;366;-1;332;4196;38;4421;2853;1549;436;234;245
France;Données consolidées;2019-07-23;20:15;2019-07-23T20:15:00+02:00;;52550;53850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;20:30;2019-07-23T20:30:00+02:00;52099;51600;53100;454;11;4557;38742;1322;419;8828;-18;930;-3147;52;-166;1750;-2766;490;-1965;15;73;363;-1;334;4188;37;4379;2912;1536;442;241;246
France;Données consolidées;2019-07-23;21:00;2019-07-23T21:00:00+02:00;50879;50000;51900;446;11;4457;38806;1605;141;7952;-19;943;-3463;53;449;1750;-2766;129;-2691;15;73;354;-1;323;4096;38;4270;2306;1376;446;247;249
France;Données consolidées;2019-07-23;21:15;2019-07-23T21:15:00+02:00;;49600;51700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;21:30;2019-07-23T21:30:00+02:00;50349;49200;51500;446;10;4519;38819;1964;15;7562;-18;953;-3921;53;449;1750;-2766;129;-2671;15;73;354;-1;325;4159;35;4267;1962;1333;448;252;253
