Périmètre;Nature;Date;Heure;Date et Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW)
France;Données consolidées;2019-07-22;21:30;2019-07-22T21:30:00+02:00;49050;47400;47500;506;14;4670;39922;845;21;7921;-18;1036;-5867;56;-1654;-623;-2274;1096;-2087;16;74;410;-1;359;4281;30;3940;2452;1529;512;259;266
France;Données consolidées;2019-07-23;04:45;2019-07-23T04:45:00+02:00;;39200;39350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;05:00;2019-07-23T05:00:00+02:00;39537;39500;39600;518;12;4941;39833;2041;0;3781;-1053;1062;-11598;63;-1305;-1200;-2730;-2341;-3255;16;73;422;0;367;4535;38;3064;717;0;530;273;259
France;Données consolidées;2019-07-23;06:45;2019-07-23T06:45:00+02:00;;44600;44050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;07:45;2019-07-23T07:45:00+02:00;;48400;47750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;11:30;2019-07-23T11:30:00+02:00;56995;57000;57200;810;12;4529;40296;937;5354;5898;-22;982;-1802;55;676;-1200;-2789;1146;1300;355;72;379;-1;402;4084;44;3573;1796;529;477;252;253
France;Données consolidées;2019-07-23;13:15;2019-07-23T13:15:00+02:00;;58500;58500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;15:30;2019-07-23T15:30:00+02:00;56670;57000;56800;459;13;4254;40879;1330;5908;4782;-18;921;-1857;48;1372;-1200;-2795;1096;250;15;72;368;-1;364;3848;43;3459;1245;78;447;245;230
France;Données consolidées;2019-07-23;16:15;2019-07-23T16:15:00+02:00;;56400;56350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;17:00;2019-07-23T17:00:00+02:00;55124;55700;55700;469;13;4631;38842;1149;4774;5630;-18;910;-1276;52;774;577;-2795;-21;742;14;72;379;-1;372;4218;41;3616;1514;501;445;236;229
France;Données consolidées;2019-07-23;19:15;2019-07-23T19:15:00+02:00;;55150;55650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;22:00;2019-07-23T22:00:00+02:00;50531;49200;51800;444;10;4522;38660;2358;0;6773;-18;957;-3175;54;1079;1698;-2766;85;-1651;15;73;353;-1;328;4162;33;4199;1819;754;449;252;256
France;Données consolidées;2019-07-23;23:45;2019-07-23T23:45:00+02:00;;50700;51300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;00:30;2019-07-24T00:30:00+02:00;47794;47100;47100;367;11;4177;37867;3429;0;5193;-90;991;-4151;53;458;-950;-2730;-150;-822;15;73;271;-1;328;3810;40;3394;1493;307;462;267;262
France;Données consolidées;2019-07-24;01:45;2019-07-24T01:45:00+02:00;;44450;44000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;03:15;2019-07-24T03:15:00+02:00;;40850;40500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;05:45;2019-07-24T05:45:00+02:00;;42050;42200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;06:00;2019-07-24T06:00:00+02:00;42724;42500;42700;493;7;4500;38155;3037;0;3879;-1024;1015;-7339;60;793;-1200;-2711;-577;-2581;15;74;394;-1;356;4109;35;3077;799;3;497;262;255
France;Données consolidées;2019-07-24;07:30;2019-07-24T07:30:00+02:00;47298;48500;47400;481;56;4461;38103;2291;349;5264;-19;1007;-4697;58;1448;-1200;-2788;-238;-1339;15;74;381;-5;360;4065;42;3539;1466;259;491;256;260
France;Données consolidées;2019-07-24;09:45;2019-07-24T09:45:00+02:00;;55350;54900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;10:15;2019-07-24T10:15:00+02:00;;56200;55950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;12:15;2019-07-24T12:15:00+02:00;;59150;58650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;13:00;2019-07-24T13:00:00+02:00;58961;59900;60000;460;499;4600;37414;516;6125;6606;-18;937;1823;60;1879;-900;-2799;1096;2439;15;72;369;236;345;3979;40;3574;1878;1153;452;241;244
France;Données consolidées;2019-07-24;13:15;2019-07-24T13:15:00+02:00;;59150;59250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;16:15;2019-07-24T16:15:00+02:00;;56950;56600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;18:30;2019-07-24T18:30:00+02:00;55147;55900;55700;470;511;4858;36292;690;2841;8333;-18;898;271;65;-681;1750;-2688;1064;807;15;71;380;400;330;4090;39;4296;2658;1379;467;206;225
France;Données consolidées;2019-07-24;19:15;2019-07-24T19:15:00+02:00;;56150;55450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;21:30;2019-07-24T21:30:00+02:00;50899;51700;51200;807;544;5123;36045;968;18;8650;-18;936;-2173;75;-1111;1750;-2788;1094;-396;342;72;388;428;368;4286;41;4224;2785;1640;480;229;226
France;Données consolidées;2019-07-24;21:45;2019-07-24T21:45:00+02:00;;51750;51250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;22:00;2019-07-24T22:00:00+02:00;51062;51800;51300;796;524;5077;35976;1239;-1;8301;-18;955;-1789;75;-647;1750;-2788;1003;1020;342;72;378;422;359;4253;44;4179;2555;1567;485;234;236
France;Données consolidées;2019-07-24;22:15;2019-07-24T22:15:00+02:00;;52450;52000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;22:30;2019-07-24T22:30:00+02:00;51952;53100;52700;792;508;4917;35831;1592;-1;7696;-18;968;-334;75;-647;1750;-2788;1018;2516;346;72;370;420;369;4085;43;3890;2293;1513;494;235;239
France;Données consolidées;2019-07-24;23:15;2019-07-24T23:15:00+02:00;;53800;53450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;01:30;2019-07-25T01:30:00+02:00;44875;44800;45800;319;502;4050;35828;2168;0;4128;-158;1020;-2982;66;-52;-1200;-2686;434;933;15;73;227;-1;357;3654;41;2977;1149;3;504;269;247
France;Données consolidées;2019-07-25;02:00;2019-07-25T02:00:00+02:00;44250;44100;45100;460;490;4231;35804;2212;0;4076;-1133;1031;-2920;71;35;-1200;-2730;-891;448;15;73;368;-1;356;3840;36;2954;1120;2;512;271;248
France;Données consolidées;2019-07-25;04:00;2019-07-25T04:00:00+02:00;40606;39900;40300;477;562;4213;36051;2603;0;3385;-1548;1039;-6176;73;730;-1200;-2730;-1962;-816;15;73;384;-1;356;3816;42;2852;530;2;523;270;246
France;Données consolidées;2019-07-25;05:30;2019-07-25T05:30:00+02:00;42077;41600;42300;481;520;4417;35489;2744;0;3616;-1291;1021;-4920;73;1951;-1200;-2730;-1647;-1354;15;72;381;-1;362;4013;44;3027;586;2;518;254;249
France;Données consolidées;2019-07-25;07:00;2019-07-25T07:00:00+02:00;45743;46200;45800;494;571;4921;35663;3126;84;5299;-441;1023;-4997;74;1494;-866;-2804;823;-1774;15;72;394;257;363;4263;38;3572;1469;258;520;255;249
France;Données consolidées;2019-07-25;08:15;2019-07-25T08:15:00+02:00;;51100;50600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;08:45;2019-07-25T08:45:00+02:00;;52800;52400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;09:45;2019-07-25T09:45:00+02:00;;55650;55300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;10:00;2019-07-25T10:00:00+02:00;55488;56200;55700;495;571;5126;35577;1532;3430;7122;-19;1007;648;69;1036;248;-2758;1091;1624;15;73;402;254;461;4378;33;3858;2085;1178;509;251;247
France;Données consolidées;2019-07-25;11:30;2019-07-25T11:30:00+02:00;58009;58200;58400;484;536;5009;35436;1532;5032;7136;-18;971;1892;66;1700;99;-2758;1146;2017;15;72;393;407;325;4245;32;3809;2185;1142;491;239;242
France;Données consolidées;2019-07-25;12:00;2019-07-25T12:00:00+02:00;58676;59300;59100;480;541;4977;35431;1632;5393;7226;-18;958;2055;65;1234;762;-2804;1096;3064;15;72;389;405;328;4210;33;3878;2185;1163;484;240;233
France;Données consolidées;2019-07-25;12:45;2019-07-25T12:45:00+02:00;;59750;59200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;13:30;2019-07-25T13:30:00+02:00;58310;58800;58100;473;357;4901;35617;1959;5917;5893;-18;913;2296;61;1484;60;-2804;1096;2873;15;72;382;403;327;4141;30;3597;1807;490;464;234;215
France;Données consolidées;2019-07-25;15:00;2019-07-25T15:00:00+02:00;57472;58400;57500;466;319;4686;35356;2279;5805;5344;-18;877;2358;60;688;489;-2727;1096;2448;15;73;374;391;311;3954;30;3478;1553;313;450;221;207
France;Données consolidées;2019-07-25;16:00;2019-07-25T16:00:00+02:00;56397;57600;56800;474;346;4579;35282;2350;5467;5685;-18;859;1371;59;647;409;-2727;1073;1765;15;73;383;234;331;3991;23;3542;1605;538;440;220;199
France;Données consolidées;2019-07-25;16:15;2019-07-25T16:15:00+02:00;;57200;56450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;19:15;2019-07-25T19:15:00+02:00;;55650;55200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;21:30;2019-07-25T21:30:00+02:00;49781;50700;50700;478;300;4539;35546;3613;15;7294;-19;935;-2920;61;1601;235;-2694;978;-1648;16;72;386;230;349;3952;8;4189;2017;1087;473;241;221
France;Données consolidées;2019-07-25;21:45;2019-07-25T21:45:00+02:00;;50700;50750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;22:00;2019-07-25T22:00:00+02:00;50001;50700;50800;468;317;4467;35400;3582;1;6864;-18;945;-2026;62;802;153;-2694;1020;325;15;72;377;224;349;3886;8;4111;1894;859;478;243;224
France;Données consolidées;2019-07-25;22:30;2019-07-25T22:30:00+02:00;50741;52200;52400;476;317;4616;34613;3730;1;6911;-18;956;-861;64;802;153;-2694;1020;1337;15;72;385;233;354;4021;8;3800;1977;1134;480;247;229
France;Données consolidées;2019-07-25;23:45;2019-07-25T23:45:00+02:00;;51150;51300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;02:00;2019-07-26T02:00:00+02:00;43098;44200;43600;464;312;4114;33729;3284;0;4342;-698;1005;-3453;67;-4;-1200;-2644;-1009;1018;15;74;371;-1;364;3743;8;2990;1305;48;518;246;242
France;Données consolidées;2019-07-26;02:15;2019-07-26T02:15:00+02:00;;43500;42850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;05:30;2019-07-26T05:30:00+02:00;41072;41400;41100;493;512;4323;33693;2988;0;3718;-1082;1032;-4605;75;0;-1200;-2620;-1048;1085;16;73;400;-1;376;3941;8;2949;705;65;521;269;242
France;Données consolidées;2019-07-26;05:45;2019-07-26T05:45:00+02:00;;41850;41600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;06:45;2019-07-26T06:45:00+02:00;;44750;43850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;08:45;2019-07-26T08:45:00+02:00;;51950;50750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;10:00;2019-07-26T10:00:00+02:00;53177;54900;53600;466;477;4442;35164;2113;2196;6258;-20;1053;1028;67;-535;-80;-2486;1091;3302;16;74;370;312;387;3734;8;3566;1779;912;526;260;267
France;Données consolidées;2019-07-26;10:30;2019-07-26T10:30:00+02:00;53813;55500;54000;475;504;4618;35564;1853;2598;6643;-18;1053;524;67;-535;-80;-2486;1091;3517;16;74;380;312;389;3909;8;3629;1878;1136;522;261;270
France;Données consolidées;2019-07-26;11:00;2019-07-26T11:00:00+02:00;54319;56000;54500;471;503;4602;35565;1690;2968;6815;-18;1037;686;66;392;-650;-2486;1146;3659;16;74;376;311;388;3895;8;3857;1873;1085;516;255;265
France;Données consolidées;2019-07-26;12:45;2019-07-26T12:45:00+02:00;;57500;55800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;13:00;2019-07-26T13:00:00+02:00;55967;58000;56300;473;513;4638;35430;1396;3950;6925;-18;1060;1599;66;630;-1701;-2624;1096;3387;16;73;379;308;455;3867;8;3789;1837;1300;519;269;272
France;Données consolidées;2019-07-26;13:15;2019-07-26T13:15:00+02:00;;57050;55400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;14:15;2019-07-26T14:15:00+02:00;;55950;54500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;15:00;2019-07-26T15:00:00+02:00;53846;55000;53600;468;500;4654;35687;1545;3674;6691;-18;1045;-399;66;-1000;428;-2477;1096;3421;16;74;372;304;408;3934;8;3518;1782;1392;510;256;279
France;Données consolidées;2019-07-26;15:45;2019-07-26T15:45:00+02:00;;54200;52950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;16:15;2019-07-26T16:15:00+02:00;;53350;52200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;17:30;2019-07-26T17:30:00+02:00;50865;51900;50900;333;352;4578;36021;2738;2483;5229;-18;1063;-1913;63;-1950;-1078;-2477;1091;2730;16;74;239;306;392;3871;8;3394;1291;544;528;259;276
France;Données consolidées;2019-07-26;20:00;2019-07-26T20:00:00+02:00;48662;50200;49400;315;315;3983;36289;4006;451;5563;-20;1084;-3324;59;-2000;-263;-2613;1046;-961;16;75;218;310;380;3285;8;3627;1374;562;541;262;282
France;Données consolidées;2019-07-26;21:30;2019-07-26T21:30:00+02:00;45825;47200;46300;501;388;4413;35542;3178;3;6027;-19;1075;-5283;66;-2000;-1373;-2566;1001;-486;15;75;400;-1;382;4024;8;3494;1817;716;536;264;275
France;Données consolidées;2019-07-26;21:45;2019-07-26T21:45:00+02:00;;47300;46400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;22:00;2019-07-26T22:00:00+02:00;45830;47400;46500;487;367;4334;35372;2942;-1;5743;-19;1079;-4472;66;-1768;-1531;-2566;635;2927;15;75;388;-1;382;3945;8;3500;1602;641;541;261;277
France;Données consolidées;2019-07-27;01:30;2019-07-27T01:30:00+02:00;40418;42000;41100;336;92;3716;33900;3776;0;4145;-658;1107;-5995;59;-1803;-1850;-2730;-768;1930;16;75;239;-1;391;3319;7;3131;931;83;563;274;269
France;Données consolidées;2019-07-27;02:00;2019-07-27T02:00:00+02:00;39813;41400;40300;323;9;3650;33645;3480;0;4174;-646;1108;-5930;58;-1606;-1450;-2730;-1272;903;16;75;229;-1;392;3252;7;3071;1026;77;566;274;269
France;Données consolidées;2019-07-27;02:30;2019-07-27T02:30:00+02:00;39040;39800;38800;353;16;3986;33790;3352;0;3706;-1053;1106;-6216;61;-1606;-1450;-2730;-1272;762;15;75;258;-1;393;3587;7;2850;723;134;569;274;264
France;Données consolidées;2019-07-27;03:45;2019-07-27T03:45:00+02:00;;36700;36250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;05:00;2019-07-27T05:00:00+02:00;35497;35600;35800;342;18;4130;34428;2299;0;3284;-1839;1116;-8281;65;-1606;-1450;-2524;-1360;-740;14;75;248;-1;392;3732;7;2800;482;2;581;274;261
France;Données consolidées;2019-07-27;05:15;2019-07-27T05:15:00+02:00;;35800;36100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;05:30;2019-07-27T05:30:00+02:00;35834;36000;36400;348;20;4197;34444;2011;0;3260;-1784;1108;-7770;66;-1606;-1450;-2524;-1360;-1033;14;75;254;-1;393;3798;7;2779;478;2;574;274;260
France;Données consolidées;2019-07-27;09:00;2019-07-27T09:00:00+02:00;40560;41600;41000;473;19;4558;35531;1283;1000;4900;-202;1100;-8102;63;-2000;-1850;-2797;484;-1281;16;74;380;0;401;4151;7;3573;1008;319;560;270;270
France;Données consolidées;2019-07-27;13:30;2019-07-27T13:30:00+02:00;45305;45000;45000;483;19;4741;35664;1572;3053;4833;-508;1093;-5644;62;-2000;-650;-2797;-1061;941;16;73;390;0;399;4335;7;3566;1068;199;535;274;284
France;Données consolidées;2019-07-27;14:45;2019-07-27T14:45:00+02:00;;43700;43700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;16:30;2019-07-27T16:30:00+02:00;41597;41500;41500;332;20;4422;35331;2722;2272;3953;-1467;1081;-7069;60;-1802;-1850;-2632;-1151;626;16;73;237;-1;400;4016;7;3175;775;3;537;257;287
France;Données consolidées;2019-07-27;16:45;2019-07-27T16:45:00+02:00;;41250;41250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;17:15;2019-07-27T17:15:00+02:00;;41000;40950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;17:45;2019-07-27T17:45:00+02:00;;41250;41100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-28;00:45;2019-07-28T00:45:00+02:00;;39850;37800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-28;02:00;2019-07-28T02:00:00+02:00;35969;38100;36300;126;21;1576;35009;3963;0;4555;-1499;1125;-8908;39;-905;-1000;-2625;-2312;-2470;14;74;29;0;404;1166;7;3771;781;2;592;248;285
France;Données consolidées;2019-07-28;02:45;2019-07-28T02:45:00+02:00;;35650;34150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-28;03:45;2019-07-28T03:45:00+02:00;;33750;32500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-28;04:15;2019-07-28T04:15:00+02:00;;33250;32200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-28;05:00;2019-07-28T05:00:00+02:00;32006;32800;32000;128;22;1491;34268;4155;0;4165;-2297;1117;-11042;40;-905;-1000;-2780;-2341;-3827;14;74;29;-1;396;1084;12;3511;652;2;591;248;278
France;Données consolidées;2019-07-28;06:00;2019-07-28T06:00:00+02:00;32057;32800;31800;127;21;1397;33889;4204;0;4218;-1971;1101;-10928;39;-905;-1000;-2780;-2341;-3770;14;74;29;0;395;990;12;3610;606;2;581;240;280
France;Données consolidées;2019-07-28;06:30;2019-07-28T06:30:00+02:00;31604;32100;31300;128;21;1383;33927;4162;0;4238;-2228;1109;-11137;39;-905;-1000;-2780;-2341;-3770;14;74;29;0;395;977;12;3648;589;2;586;245;278
France;Données consolidées;2019-07-28;07:45;2019-07-28T07:45:00+02:00;;33500;32750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;00:45;2019-07-01T00:45:00+02:00;;42450;41900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;01:00;2019-07-01T01:00:00+02:00;40701;41300;40700;115;17;1634;37183;2183;0;6755;-482;968;-7671;33;-365;-1100;-2776;-1843;-1330;12;68;29;0;292;1327;15;5194;1267;293;527;177;264
France;Données consolidées;2019-07-01;02:15;2019-07-01T02:15:00+02:00;;39750;39550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;04:30;2019-07-01T04:30:00+02:00;36240;36700;36400;118;17;981;37463;2397;0;6027;-1485;978;-10255;30;-544;-1100;-2776;-2296;-2883;14;71;29;0;287;679;15;4983;1042;3;534;185;259
France;Données consolidées;2019-07-01;04:45;2019-07-01T04:45:00+02:00;;37150;37100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;05:00;2019-07-01T05:00:00+02:00;36844;37600;37800;119;18;1023;38102;2069;0;6063;-1481;973;-10042;30;-416;-1100;-2776;-2446;-3524;14;71;30;0;289;719;15;4990;1071;3;532;184;257
France;Données consolidées;2019-07-01;05:15;2019-07-01T05:15:00+02:00;;38100;38300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;05:30;2019-07-01T05:30:00+02:00;38354;38600;38800;135;18;1053;39119;1782;0;6804;-1068;967;-10457;29;-416;-1100;-2776;-2446;-3524;14;71;41;0;289;751;15;4916;1768;120;528;183;257
France;Données consolidées;2019-07-01;07:00;2019-07-01T07:00:00+02:00;43301;44500;44500;344;19;2432;40376;1761;165;6791;-107;968;-9447;39;271;-850;-2734;-2303;-3426;14;71;248;0;323;2094;15;5001;1494;296;529;184;255
France;Données consolidées;2019-07-01;09:15;2019-07-01T09:15:00+02:00;;52600;52300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;10:45;2019-07-01T10:45:00+02:00;;54900;54450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;11:00;2019-07-01T11:00:00+02:00;53993;55300;54800;480;18;3406;41467;822;3744;8665;-27;943;-5527;42;-1420;-850;-2552;698;942;14;66;395;0;381;3011;15;5314;1705;1647;502;187;254
France;Données consolidées;2019-07-01;12:15;2019-07-01T12:15:00+02:00;;56650;56250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;13:45;2019-07-01T13:45:00+02:00;;56400;55500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;15:00;2019-07-01T15:00:00+02:00;54337;55500;54700;494;18;3360;41108;1369;4982;6320;-414;904;-3804;43;-1951;-850;-2552;-701;2676;14;74;402;0;371;2975;15;4894;1216;210;457;179;269
France;Données consolidées;2019-07-01;16:15;2019-07-01T16:15:00+02:00;;54350;53600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;17:00;2019-07-01T17:00:00+02:00;52413;53700;53000;495;19;3400;40900;1791;3879;6196;-935;944;-4275;45;-1900;-850;-2552;629;-541;14;74;401;0;371;3015;15;4882;1103;210;485;185;274
France;Données consolidées;2019-07-01;19:00;2019-07-01T19:00:00+02:00;52523;54500;53800;495;19;3274;41151;2483;1790;7532;-27;963;-5157;43;-2000;-850;-2734;-228;160;14;74;401;0;369;2890;15;5173;1422;937;496;189;277
France;Données consolidées;2019-07-01;19:30;2019-07-01T19:30:00+02:00;52213;53700;53000;451;20;3398;41235;2812;1217;8440;-83;962;-6241;43;-2000;-850;-2734;-228;70;14;75;357;-1;369;3015;15;5420;1695;1325;497;188;278
France;Données consolidées;2019-07-01;19:45;2019-07-01T19:45:00+02:00;;53150;52500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;20:15;2019-07-01T20:15:00+02:00;;51750;51150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;21:15;2019-07-01T21:15:00+02:00;;49050;48550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;22:45;2019-07-01T22:45:00+02:00;;51950;51550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;02:00;2019-07-02T02:00:00+02:00;41209;43500;42300;485;20;2366;40486;2784;0;5766;-1463;980;-10214;42;-1605;-1100;-2776;-2208;-2916;10;76;392;0;362;1989;15;4966;645;154;531;179;271
France;Données consolidées;2019-07-02;03:00;2019-07-02T03:00:00+02:00;39370;40300;39500;339;16;2218;40059;2523;0;5820;-1470;992;-11126;40;-1605;-1100;-2776;-2277;-3939;10;76;247;0;362;1841;15;4897;621;302;539;184;270
France;Données consolidées;2019-07-02;03:30;2019-07-02T03:30:00+02:00;38695;39500;38900;346;16;2120;40085;2473;0;5725;-1469;991;-11591;40;-1605;-1100;-2776;-2277;-3939;10;76;253;-1;358;1748;15;4845;533;346;541;178;272
France;Données consolidées;2019-07-02;04:30;2019-07-02T04:30:00+02:00;38061;38700;38300;341;16;2279;40343;2351;0;5325;-1467;996;-12123;41;-1605;-1100;-2776;-2187;-4516;10;75;250;-1;360;1906;15;4712;535;78;541;183;272
France;Données consolidées;2019-07-02;05:45;2019-07-02T05:45:00+02:00;;40700;40300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;06:45;2019-07-02T06:45:00+02:00;;44400;43850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;09:15;2019-07-02T09:15:00+02:00;;52850;51950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;12:00;2019-07-02T12:00:00+02:00;55267;56500;56500;491;16;3695;41967;741;4865;7701;-36;944;-5117;43;-2000;-700;-2793;821;179;10;73;403;-1;351;3329;15;5162;1232;1307;502;181;260
France;Données consolidées;2019-07-02;12:45;2019-07-02T12:45:00+02:00;;56450;56150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;14:30;2019-07-02T14:30:00+02:00;54904;55800;55600;484;16;3946;42005;1156;5486;6580;-44;945;-5670;45;-2000;-700;-2793;-514;521;10;71;398;-1;362;3570;15;5052;1162;366;500;180;265
France;Données consolidées;2019-07-02;15:30;2019-07-02T15:30:00+02:00;53781;54600;53900;466;19;3795;41496;1473;5106;6434;-45;952;-5914;44;-2000;-700;-2629;-553;297;10;71;379;-1;364;3417;15;4986;1135;314;510;175;267
